Location,Place_Type,Date,Day,Hour,Weekend,Holiday,Special_Event_or_Festival,Weather,Temperature,Traffic_Level,Parking_Occupancy,Mobile_Density,Historical_Average_Visitors,Crowd_Level,Waiting_Time
Durgam Cheruvu,Tourist,2025-09-30,Tuesday,11,No,No,No,Sunny,26.1,Medium,49.2,Medium,4272,Medium,17
Durgam Cheruvu,Tourist,2025-09-30,Tuesday,15,No,No,No,Sunny,27.8,Medium,53.4,Medium,4272,Medium,37
Durgam Cheruvu,Tourist,2025-09-30,Tuesday,19,No,No,No,Sunny,23.5,High,68.7,High,4413,High,82
Durgam Cheruvu,Tourist,2025-10-01,Wednesday,8,No,No,No,Rainy,29.4,Medium,27.8,Medium,2696,Low,22
Durgam Cheruvu,Tourist,2025-10-01,Wednesday,11,No,No,No,Cloudy,26.9,Medium,71.3,Medium,4076,High,60
Durgam Cheruvu,Tourist,2025-10-01,Wednesday,15,No,No,No,Sunny,23.3,Medium,45.6,Medium,4720,High,97
Durgam Cheruvu,Tourist,2025-10-01,Wednesday,19,No,No,No,Sunny,25.9,High,87.8,High,4574,High,108
Durgam Cheruvu,Tourist,2025-10-02,Thursday,8,No,Yes,Yes,Sunny,23.6,Low,41.0,Medium,4230,Medium,71
Durgam Cheruvu,Tourist,2025-10-02,Thursday,11,No,Yes,Yes,Rainy,26.4,Low,55.4,Medium,6238,Medium,68
Durgam Cheruvu,Tourist,2025-10-02,Thursday,15,No,Yes,Yes,Cloudy,24.9,Low,29.5,Medium,5817,High,95
Durgam Cheruvu,Tourist,2025-10-02,Thursday,19,No,Yes,Yes,Sunny,28.6,Medium,63.9,Medium,6842,High,91
Durgam Cheruvu,Tourist,2025-10-03,Friday,8,No,No,No,Sunny,25.0,Low,40.3,Medium,3303,Medium,27
Durgam Cheruvu,Tourist,2025-10-03,Friday,11,No,No,No,Cloudy,25.8,Medium,49.8,High,4786,High,61
Durgam Cheruvu,Tourist,2025-10-03,Friday,15,No,No,No,Sunny,26.0,Medium,57.8,Medium,4618,Medium,42
Durgam Cheruvu,Tourist,2025-10-03,Friday,19,No,No,No,Sunny,25.6,Medium,61.7,Medium,4903,High,83
Durgam Cheruvu,Tourist,2025-10-04,Saturday,8,Yes,No,No,Sunny,26.1,Medium,29.4,Low,3364,Medium,21
Durgam Cheruvu,Tourist,2025-10-04,Saturday,11,Yes,No,No,Cloudy,28.8,Medium,75.4,Medium,4490,High,55
Durgam Cheruvu,Tourist,2025-10-04,Saturday,15,Yes,No,No,Sunny,23.9,Medium,50.4,Medium,4894,High,66
Durgam Cheruvu,Tourist,2025-10-04,Saturday,19,Yes,No,No,Sunny,28.4,Medium,55.5,Medium,5454,High,92
Durgam Cheruvu,Tourist,2025-10-05,Sunday,8,Yes,No,No,Sunny,27.1,Medium,40.0,Medium,3351,Medium,12
Durgam Cheruvu,Tourist,2025-10-05,Sunday,11,Yes,No,No,Sunny,25.8,Medium,51.7,Medium,5091,High,45
Durgam Cheruvu,Tourist,2025-10-05,Sunday,15,Yes,No,No,Sunny,25.2,Medium,45.2,Medium,5079,Medium,46
Durgam Cheruvu,Tourist,2025-10-05,Sunday,19,Yes,No,No,Sunny,26.7,Medium,50.3,Medium,5516,Medium,51
Durgam Cheruvu,Tourist,2025-10-06,Monday,8,No,No,No,Rainy,26.0,Medium,31.8,Medium,2995,Medium,27
Durgam Cheruvu,Tourist,2025-10-06,Monday,11,No,No,No,Sunny,28.0,High,56.8,Medium,4367,High,79
Durgam Cheruvu,Tourist,2025-10-06,Monday,15,No,No,No,Sunny,25.8,Medium,48.4,Medium,4703,High,61
Durgam Cheruvu,Tourist,2025-10-06,Monday,19,No,No,No,Cloudy,24.1,Low,73.7,High,4646,Very High,69
Durgam Cheruvu,Tourist,2025-10-07,Tuesday,8,No,No,No,Sunny,25.5,High,52.2,Medium,3122,High,23
Durgam Cheruvu,Tourist,2025-10-07,Tuesday,11,No,No,No,Sunny,30.4,Medium,49.2,Medium,4493,High,71
Durgam Cheruvu,Tourist,2025-10-07,Tuesday,15,No,No,No,Cloudy,30.7,Medium,44.5,Medium,4247,High,58
Durgam Cheruvu,Tourist,2025-10-07,Tuesday,19,No,No,No,Rainy,22.8,Medium,42.9,Medium,5297,Medium,38
Durgam Cheruvu,Tourist,2025-10-08,Wednesday,8,No,No,No,Sunny,29.6,Low,33.2,Medium,3030,Medium,20
Durgam Cheruvu,Tourist,2025-10-08,Wednesday,11,No,No,No,Sunny,26.7,Medium,59.2,Medium,4606,High,41
Durgam Cheruvu,Tourist,2025-10-08,Wednesday,15,No,No,No,Sunny,27.1,Medium,56.1,Medium,4725,High,73
Durgam Cheruvu,Tourist,2025-10-08,Wednesday,19,No,No,No,Cloudy,29.5,Medium,53.8,Medium,4975,High,63
Durgam Cheruvu,Tourist,2025-10-09,Thursday,8,No,No,No,Cloudy,24.2,Medium,45.8,Low,2822,Medium,14
Durgam Cheruvu,Tourist,2025-10-09,Thursday,11,No,No,No,Sunny,28.6,Medium,50.2,High,4483,High,62
Durgam Cheruvu,Tourist,2025-10-09,Thursday,15,No,No,No,Sunny,25.8,Medium,49.7,Medium,4568,High,55
Durgam Cheruvu,Tourist,2025-10-09,Thursday,19,No,No,No,Sunny,25.7,Low,58.4,Medium,5054,High,65
Durgam Cheruvu,Tourist,2025-10-10,Friday,8,No,No,No,Sunny,25.9,Low,40.2,Medium,3209,Medium,26
Durgam Cheruvu,Tourist,2025-10-10,Friday,11,No,No,No,Cloudy,24.9,Medium,44.6,Medium,4622,High,66
Durgam Cheruvu,Tourist,2025-10-10,Friday,15,No,No,No,Cloudy,26.7,High,81.6,High,4549,Very High,96
Durgam Cheruvu,Tourist,2025-10-10,Friday,19,No,No,No,Sunny,25.2,Medium,56.2,Medium,4618,High,64
Durgam Cheruvu,Tourist,2025-10-11,Saturday,8,Yes,No,No,Rainy,26.6,Medium,13.8,Low,3838,Low,6
Durgam Cheruvu,Tourist,2025-10-11,Saturday,11,Yes,No,No,Sunny,24.5,High,56.5,Medium,5513,High,57
Durgam Cheruvu,Tourist,2025-10-11,Saturday,15,Yes,No,No,Sunny,24.8,High,71.0,Medium,4691,High,39
Durgam Cheruvu,Tourist,2025-10-11,Saturday,19,Yes,No,No,Cloudy,25.3,High,64.1,Medium,4867,High,80
Durgam Cheruvu,Tourist,2025-10-12,Sunday,8,Yes,No,No,Sunny,26.2,Medium,21.0,Low,3394,Medium,31
Durgam Cheruvu,Tourist,2025-10-12,Sunday,11,Yes,No,No,Sunny,24.2,High,68.4,Medium,4841,Medium,25
Durgam Cheruvu,Tourist,2025-10-12,Sunday,15,Yes,No,No,Sunny,28.6,Medium,51.3,Medium,5436,High,42
Durgam Cheruvu,Tourist,2025-10-12,Sunday,19,Yes,No,No,Sunny,24.8,High,67.3,Medium,5667,Medium,37
Durgam Cheruvu,Tourist,2025-10-13,Monday,8,No,No,No,Sunny,26.4,Low,42.9,Medium,3277,Low,31
Durgam Cheruvu,Tourist,2025-10-13,Monday,11,No,No,No,Cloudy,28.6,Medium,53.7,Medium,4625,High,40
Durgam Cheruvu,Tourist,2025-10-13,Monday,15,No,No,No,Sunny,25.8,High,79.1,Medium,4547,Very High,77
Durgam Cheruvu,Tourist,2025-10-13,Monday,19,No,No,No,Rainy,22.1,Medium,46.9,Medium,4558,Medium,25
Durgam Cheruvu,Tourist,2025-10-14,Tuesday,8,No,No,No,Sunny,27.7,Medium,49.2,Medium,2986,Medium,28
Durgam Cheruvu,Tourist,2025-10-14,Tuesday,11,No,No,No,Sunny,26.1,Medium,49.0,Medium,4790,Medium,39
Durgam Cheruvu,Tourist,2025-10-14,Tuesday,15,No,No,No,Sunny,29.5,Medium,37.8,Medium,4408,High,65
Durgam Cheruvu,Tourist,2025-10-14,Tuesday,19,No,No,No,Cloudy,24.6,Medium,79.0,Medium,4394,High,59
Durgam Cheruvu,Tourist,2025-10-15,Wednesday,8,No,No,No,Sunny,28.4,Low,47.8,Low,3126,Medium,47
Durgam Cheruvu,Tourist,2025-10-15,Wednesday,11,No,No,No,Sunny,27.8,Medium,66.5,High,4663,High,109
Durgam Cheruvu,Tourist,2025-10-15,Wednesday,15,No,No,No,Cloudy,25.1,Medium,56.9,Medium,4238,High,49
Durgam Cheruvu,Tourist,2025-10-15,Wednesday,19,No,No,No,Sunny,27.2,Medium,69.6,Medium,4691,High,69
Durgam Cheruvu,Tourist,2025-10-16,Thursday,8,No,No,No,Sunny,25.7,Medium,42.5,Medium,2622,Medium,41
Durgam Cheruvu,Tourist,2025-10-16,Thursday,11,No,No,No,Cloudy,24.4,Medium,58.5,Medium,4407,High,48
Durgam Cheruvu,Tourist,2025-10-16,Thursday,15,No,No,No,Sunny,23.6,Medium,54.9,Medium,4644,High,33
Durgam Cheruvu,Tourist,2025-10-16,Thursday,19,No,No,No,Cloudy,25.5,Medium,58.4,Medium,4463,High,69
Durgam Cheruvu,Tourist,2025-10-17,Friday,8,No,No,No,Sunny,26.5,Low,49.2,Low,3182,Medium,20
Durgam Cheruvu,Tourist,2025-10-17,Friday,11,No,No,No,Rainy,26.7,Medium,49.3,Medium,4123,Low,44
Durgam Cheruvu,Tourist,2025-10-17,Friday,15,No,No,No,Sunny,25.7,Medium,31.8,Low,4742,Medium,55
Durgam Cheruvu,Tourist,2025-10-17,Friday,19,No,No,No,Cloudy,29.0,Medium,52.9,Medium,4432,High,67
Durgam Cheruvu,Tourist,2025-10-18,Saturday,8,Yes,No,No,Cloudy,24.5,Medium,52.4,Low,3279,High,21
Durgam Cheruvu,Tourist,2025-10-18,Saturday,11,Yes,No,No,Cloudy,26.5,High,64.0,High,5836,High,89
Durgam Cheruvu,Tourist,2025-10-18,Saturday,15,Yes,No,No,Cloudy,24.2,Medium,63.5,Medium,4516,High,65
Durgam Cheruvu,Tourist,2025-10-18,Saturday,19,Yes,No,No,Sunny,22.2,Medium,58.9,Medium,5377,High,78
Durgam Cheruvu,Tourist,2025-10-19,Sunday,8,Yes,No,No,Sunny,28.3,Medium,29.6,Low,3281,Low,24
Durgam Cheruvu,Tourist,2025-10-19,Sunday,11,Yes,No,No,Sunny,26.8,Medium,45.1,Medium,5244,High,31
Durgam Cheruvu,Tourist,2025-10-19,Sunday,15,Yes,No,No,Sunny,25.9,High,57.8,Medium,5597,High,25
Durgam Cheruvu,Tourist,2025-10-19,Sunday,19,Yes,No,No,Sunny,26.7,Medium,56.3,Medium,5184,High,52
Durgam Cheruvu,Tourist,2025-10-20,Monday,8,No,Yes,Yes,Sunny,25.9,Medium,38.9,Low,3882,Medium,78
Durgam Cheruvu,Tourist,2025-10-20,Monday,11,No,Yes,Yes,Rainy,29.4,Low,44.0,Medium,6426,Low,64
Durgam Cheruvu,Tourist,2025-10-20,Monday,15,No,Yes,Yes,Cloudy,26.0,Medium,35.4,Medium,5821,Medium,79
Durgam Cheruvu,Tourist,2025-10-20,Monday,19,No,Yes,Yes,Sunny,24.2,Medium,67.1,High,6813,High,121
Durgam Cheruvu,Tourist,2025-10-21,Tuesday,8,No,Yes,Yes,Sunny,28.2,Low,33.2,Medium,4124,Medium,58
Durgam Cheruvu,Tourist,2025-10-21,Tuesday,11,No,Yes,Yes,Cloudy,28.3,Medium,50.0,Medium,5897,Medium,88
Durgam Cheruvu,Tourist,2025-10-21,Tuesday,15,No,Yes,Yes,Sunny,24.9,High,71.9,Medium,5645,High,128
Durgam Cheruvu,Tourist,2025-10-21,Tuesday,19,No,Yes,Yes,Sunny,24.4,Medium,50.4,Medium,6129,High,77
Durgam Cheruvu,Tourist,2025-10-22,Wednesday,8,No,Yes,Yes,Sunny,27.9,Low,40.2,Medium,3990,Medium,69
Durgam Cheruvu,Tourist,2025-10-22,Wednesday,11,No,Yes,Yes,Rainy,27.1,Medium,39.6,Medium,5408,Medium,66
Durgam Cheruvu,Tourist,2025-10-22,Wednesday,15,No,Yes,Yes,Rainy,24.7,Medium,56.7,Low,7073,Medium,60
Durgam Cheruvu,Tourist,2025-10-22,Wednesday,19,No,Yes,Yes,Sunny,26.3,Medium,50.5,High,7526,Medium,104
Durgam Cheruvu,Tourist,2025-10-23,Thursday,8,No,Yes,Yes,Cloudy,24.8,Medium,39.8,Low,3773,High,69
Durgam Cheruvu,Tourist,2025-10-23,Thursday,11,No,Yes,Yes,Sunny,23.6,Medium,65.9,Medium,6245,High,117
Durgam Cheruvu,Tourist,2025-10-23,Thursday,15,No,Yes,Yes,Rainy,25.8,Low,38.2,Low,6298,Medium,59
Durgam Cheruvu,Tourist,2025-10-23,Thursday,19,No,Yes,Yes,Sunny,25.4,Medium,30.1,Medium,5959,Medium,70
Durgam Cheruvu,Tourist,2025-10-24,Friday,8,No,No,Yes,Cloudy,25.9,Medium,40.7,Low,3717,Low,45
Durgam Cheruvu,Tourist,2025-10-24,Friday,11,No,No,Yes,Sunny,23.6,Medium,47.7,Medium,5981,High,58
Durgam Cheruvu,Tourist,2025-10-24,Friday,15,No,No,Yes,Cloudy,25.1,Medium,53.9,Medium,4957,High,61
Durgam Cheruvu,Tourist,2025-10-24,Friday,19,No,No,Yes,Sunny,25.1,High,85.4,High,5752,Very High,119
Durgam Cheruvu,Tourist,2025-10-25,Saturday,8,Yes,No,No,Rainy,22.3,Low,35.3,Medium,3863,Low,17
Durgam Cheruvu,Tourist,2025-10-25,Saturday,11,Yes,No,No,Cloudy,27.4,High,60.4,Medium,5261,High,68
Durgam Cheruvu,Tourist,2025-10-25,Saturday,15,Yes,No,No,Sunny,24.4,High,61.3,Medium,4793,High,54
Durgam Cheruvu,Tourist,2025-10-25,Saturday,19,Yes,No,No,Sunny,23.7,Medium,63.9,Medium,5675,High,60
Durgam Cheruvu,Tourist,2025-10-26,Sunday,8,Yes,No,No,Sunny,23.9,Medium,29.6,Low,3150,High,28
Durgam Cheruvu,Tourist,2025-10-26,Sunday,11,Yes,No,No,Cloudy,23.9,Medium,41.1,Medium,5104,Medium,37
Durgam Cheruvu,Tourist,2025-10-26,Sunday,15,Yes,No,No,Cloudy,24.8,Medium,40.2,Medium,5485,Medium,37
Durgam Cheruvu,Tourist,2025-10-26,Sunday,19,Yes,No,No,Cloudy,25.6,Medium,36.2,Medium,5721,Medium,51
Durgam Cheruvu,Tourist,2025-10-27,Monday,8,No,No,No,Cloudy,27.3,Medium,35.8,Medium,2934,High,28
Durgam Cheruvu,Tourist,2025-10-27,Monday,11,No,No,No,Sunny,23.4,Medium,58.3,High,4532,High,50
Durgam Cheruvu,Tourist,2025-10-27,Monday,15,No,No,No,Sunny,21.3,Medium,35.9,Medium,4933,High,47
Durgam Cheruvu,Tourist,2025-10-27,Monday,19,No,No,No,Sunny,22.5,High,79.1,Medium,4380,High,104
Durgam Cheruvu,Tourist,2025-10-28,Tuesday,8,No,No,No,Sunny,23.3,Low,46.0,Medium,3126,Medium,24
Durgam Cheruvu,Tourist,2025-10-28,Tuesday,11,No,No,No,Sunny,22.2,High,50.6,Medium,4383,High,63
Durgam Cheruvu,Tourist,2025-10-28,Tuesday,15,No,No,No,Rainy,24.9,Medium,58.1,Low,4902,Low,12
Durgam Cheruvu,Tourist,2025-10-28,Tuesday,19,No,No,No,Sunny,25.3,Medium,65.1,Medium,4799,High,50
Durgam Cheruvu,Tourist,2025-10-29,Wednesday,8,No,No,No,Sunny,22.2,Medium,41.5,Low,2858,Medium,30
Durgam Cheruvu,Tourist,2025-10-29,Wednesday,11,No,No,No,Rainy,24.5,Medium,34.6,Medium,4194,Medium,42
Durgam Cheruvu,Tourist,2025-10-29,Wednesday,15,No,No,No,Sunny,22.4,Medium,83.6,Medium,4389,High,63
Durgam Cheruvu,Tourist,2025-10-29,Wednesday,19,No,No,No,Rainy,21.3,Medium,47.3,Medium,4822,High,8
Durgam Cheruvu,Tourist,2025-10-30,Thursday,8,No,No,No,Cloudy,24.1,Low,46.4,Medium,2909,Medium,29
Durgam Cheruvu,Tourist,2025-10-30,Thursday,11,No,No,No,Cloudy,22.2,Medium,65.2,Medium,4707,Very High,68
Durgam Cheruvu,Tourist,2025-10-30,Thursday,15,No,No,No,Sunny,25.3,Medium,59.5,Medium,4808,High,81
Durgam Cheruvu,Tourist,2025-10-30,Thursday,19,No,No,No,Sunny,25.1,Medium,54.4,Medium,4504,Medium,37
Durgam Cheruvu,Tourist,2025-10-31,Friday,8,No,No,No,Cloudy,20.5,Medium,53.5,Medium,2754,Medium,41
Durgam Cheruvu,Tourist,2025-10-31,Friday,11,No,No,No,Sunny,24.6,Medium,61.6,Medium,4469,High,113
Durgam Cheruvu,Tourist,2025-10-31,Friday,15,No,No,No,Cloudy,27.5,Medium,49.2,Medium,4306,Medium,60
Durgam Cheruvu,Tourist,2025-10-31,Friday,19,No,No,No,Cloudy,28.1,Medium,57.7,Medium,5054,High,57
Durgam Cheruvu,Tourist,2025-11-01,Saturday,8,Yes,No,Yes,Sunny,24.2,Medium,47.3,Medium,4032,Medium,54
Durgam Cheruvu,Tourist,2025-11-01,Saturday,11,Yes,No,Yes,Rainy,24.1,Medium,29.1,Medium,5955,Medium,67
Durgam Cheruvu,Tourist,2025-11-01,Saturday,15,Yes,No,Yes,Sunny,25.1,Medium,31.4,Medium,6698,Medium,57
Durgam Cheruvu,Tourist,2025-11-01,Saturday,19,Yes,No,Yes,Sunny,28.5,High,56.9,Medium,6273,Medium,67
Durgam Cheruvu,Tourist,2025-11-02,Sunday,8,Yes,No,No,Sunny,25.0,Low,43.3,Low,3188,Medium,35
Durgam Cheruvu,Tourist,2025-11-02,Sunday,11,Yes,No,No,Cloudy,21.7,Medium,45.4,Medium,5359,High,48
Durgam Cheruvu,Tourist,2025-11-02,Sunday,15,Yes,No,No,Sunny,27.1,High,62.9,High,5672,High,78
Durgam Cheruvu,Tourist,2025-11-02,Sunday,19,Yes,No,No,Rainy,24.6,High,51.0,Low,5629,Medium,41
Durgam Cheruvu,Tourist,2025-11-03,Monday,8,No,No,No,Rainy,26.8,Low,30.4,Medium,3111,Low,27
Durgam Cheruvu,Tourist,2025-11-03,Monday,11,No,No,No,Cloudy,24.4,High,55.3,Medium,4332,High,63
Durgam Cheruvu,Tourist,2025-11-03,Monday,15,No,No,No,Sunny,27.3,Medium,72.3,Medium,4380,High,81
Durgam Cheruvu,Tourist,2025-11-03,Monday,19,No,No,No,Rainy,25.8,Medium,38.8,Low,4430,Medium,33
Durgam Cheruvu,Tourist,2025-11-04,Tuesday,8,No,No,No,Sunny,24.4,Medium,34.7,Medium,3057,High,34
Durgam Cheruvu,Tourist,2025-11-04,Tuesday,11,No,No,No,Cloudy,27.1,Medium,50.5,Medium,4776,High,65
Durgam Cheruvu,Tourist,2025-11-04,Tuesday,15,No,No,No,Sunny,26.1,Medium,43.7,Medium,4043,High,52
Durgam Cheruvu,Tourist,2025-11-04,Tuesday,19,No,No,No,Sunny,24.4,Medium,23.1,Medium,4616,High,50
Durgam Cheruvu,Tourist,2025-11-05,Wednesday,8,No,No,No,Cloudy,24.3,Low,36.5,Medium,3123,High,23
Durgam Cheruvu,Tourist,2025-11-05,Wednesday,11,No,No,No,Sunny,25.4,High,65.0,Medium,4372,High,67
Durgam Cheruvu,Tourist,2025-11-05,Wednesday,15,No,No,No,Sunny,28.2,High,62.2,Medium,3948,Medium,53
Durgam Cheruvu,Tourist,2025-11-05,Wednesday,19,No,No,No,Sunny,23.6,High,54.8,High,4816,High,78
Durgam Cheruvu,Tourist,2025-11-06,Thursday,8,No,No,No,Sunny,24.3,Medium,45.3,Low,3029,Medium,29
Durgam Cheruvu,Tourist,2025-11-06,Thursday,11,No,No,No,Sunny,22.8,Medium,61.1,Medium,3849,High,59
Durgam Cheruvu,Tourist,2025-11-06,Thursday,15,No,No,No,Sunny,27.6,Medium,66.9,Medium,4753,High,69
Durgam Cheruvu,Tourist,2025-11-06,Thursday,19,No,No,No,Sunny,21.7,Medium,67.0,Medium,4056,High,84
Durgam Cheruvu,Tourist,2025-11-07,Friday,8,No,No,No,Sunny,22.3,High,53.4,Medium,3210,Medium,35
Durgam Cheruvu,Tourist,2025-11-07,Friday,11,No,No,No,Cloudy,23.9,Medium,53.4,Medium,4208,High,48
Durgam Cheruvu,Tourist,2025-11-07,Friday,15,No,No,No,Rainy,24.6,Low,46.0,Low,4351,Medium,31
Durgam Cheruvu,Tourist,2025-11-07,Friday,19,No,No,No,Sunny,24.0,Medium,35.1,Low,4758,Medium,59
Durgam Cheruvu,Tourist,2025-11-08,Saturday,8,Yes,No,No,Cloudy,26.7,Medium,35.2,Low,3342,Medium,48
Durgam Cheruvu,Tourist,2025-11-08,Saturday,11,Yes,No,No,Rainy,24.3,Medium,32.1,Medium,4997,Medium,16
Durgam Cheruvu,Tourist,2025-11-08,Saturday,15,Yes,No,No,Sunny,21.5,High,51.9,Medium,4672,High,38
Durgam Cheruvu,Tourist,2025-11-08,Saturday,19,Yes,No,No,Sunny,24.8,Medium,52.5,High,5501,High,54
Durgam Cheruvu,Tourist,2025-11-09,Sunday,8,Yes,No,No,Sunny,24.0,Medium,39.3,Medium,3679,Low,21
Durgam Cheruvu,Tourist,2025-11-09,Sunday,11,Yes,No,No,Cloudy,21.8,Medium,57.5,Medium,4895,Medium,27
Durgam Cheruvu,Tourist,2025-11-09,Sunday,15,Yes,No,No,Sunny,23.4,High,75.9,Medium,5425,High,62
Durgam Cheruvu,Tourist,2025-11-09,Sunday,19,Yes,No,No,Sunny,24.2,High,66.8,Medium,5215,High,40
Durgam Cheruvu,Tourist,2025-11-10,Monday,8,No,No,No,Rainy,21.4,Low,30.1,Low,3114,Medium,19
Durgam Cheruvu,Tourist,2025-11-10,Monday,11,No,No,No,Sunny,26.4,Medium,62.8,Medium,4537,High,86
Durgam Cheruvu,Tourist,2025-11-10,Monday,15,No,No,No,Sunny,20.5,High,54.7,Medium,4200,High,49
Durgam Cheruvu,Tourist,2025-11-10,Monday,19,No,No,No,Rainy,27.5,Low,38.5,Medium,4720,Medium,37
Durgam Cheruvu,Tourist,2025-11-11,Tuesday,8,No,No,No,Sunny,24.1,Medium,48.8,Medium,2960,Medium,40
Durgam Cheruvu,Tourist,2025-11-11,Tuesday,11,No,No,No,Sunny,24.3,High,38.3,Medium,4804,High,60
Durgam Cheruvu,Tourist,2025-11-11,Tuesday,15,No,No,No,Sunny,22.0,High,72.3,Medium,5174,High,78
Durgam Cheruvu,Tourist,2025-11-11,Tuesday,19,No,No,No,Cloudy,23.6,Medium,38.9,Medium,4907,High,45
Durgam Cheruvu,Tourist,2025-11-12,Wednesday,8,No,No,No,Sunny,24.5,Medium,19.9,Medium,2861,High,44
Durgam Cheruvu,Tourist,2025-11-12,Wednesday,11,No,No,No,Rainy,23.3,Medium,27.5,Medium,4400,Medium,33
Durgam Cheruvu,Tourist,2025-11-12,Wednesday,15,No,No,No,Sunny,23.8,High,51.3,High,4769,High,70
Durgam Cheruvu,Tourist,2025-11-12,Wednesday,19,No,No,No,Cloudy,23.5,High,65.1,High,4409,High,75
Durgam Cheruvu,Tourist,2025-11-13,Thursday,8,No,No,No,Sunny,23.3,Medium,45.5,Medium,3048,Medium,31
Durgam Cheruvu,Tourist,2025-11-13,Thursday,11,No,No,No,Sunny,24.6,Low,56.5,Medium,4804,High,64
Durgam Cheruvu,Tourist,2025-11-13,Thursday,15,No,No,No,Sunny,28.8,Medium,69.6,High,4722,High,85
Durgam Cheruvu,Tourist,2025-11-13,Thursday,19,No,No,No,Rainy,24.1,Low,30.7,Medium,4990,Low,28
Durgam Cheruvu,Tourist,2025-11-14,Friday,8,No,No,No,Cloudy,21.9,Low,55.6,Low,2987,High,26
Durgam Cheruvu,Tourist,2025-11-14,Friday,11,No,No,No,Cloudy,28.7,Medium,57.3,Medium,4212,High,56
Durgam Cheruvu,Tourist,2025-11-14,Friday,15,No,No,No,Sunny,22.7,Low,60.8,Medium,4567,Medium,56
Durgam Cheruvu,Tourist,2025-11-14,Friday,19,No,No,No,Sunny,23.0,Medium,61.6,Medium,4924,High,51
Durgam Cheruvu,Tourist,2025-11-15,Saturday,8,Yes,No,No,Sunny,24.5,Medium,40.6,Medium,2998,Medium,23
Durgam Cheruvu,Tourist,2025-11-15,Saturday,11,Yes,No,No,Cloudy,27.7,Medium,57.4,Medium,5624,Medium,47
Durgam Cheruvu,Tourist,2025-11-15,Saturday,15,Yes,No,No,Sunny,23.7,Medium,57.0,High,5125,High,58
Durgam Cheruvu,Tourist,2025-11-15,Saturday,19,Yes,No,No,Sunny,25.8,High,59.9,High,5756,High,92
Durgam Cheruvu,Tourist,2025-11-16,Sunday,8,Yes,No,No,Rainy,23.9,Low,25.7,Low,3305,Low,5
Durgam Cheruvu,Tourist,2025-11-16,Sunday,11,Yes,No,No,Sunny,24.0,High,65.9,High,4879,High,64
Durgam Cheruvu,Tourist,2025-11-16,Sunday,15,Yes,No,No,Sunny,23.6,Medium,56.8,High,5154,High,80
Durgam Cheruvu,Tourist,2025-11-16,Sunday,19,Yes,No,No,Sunny,27.6,High,73.5,High,5220,High,72
Durgam Cheruvu,Tourist,2025-11-17,Monday,8,No,No,No,Sunny,22.5,High,35.0,Low,3023,Medium,35
Durgam Cheruvu,Tourist,2025-11-17,Monday,11,No,No,No,Sunny,26.4,Low,63.0,High,4380,High,75
Durgam Cheruvu,Tourist,2025-11-17,Monday,15,No,No,No,Sunny,20.9,Medium,43.3,Medium,4742,High,50
Durgam Cheruvu,Tourist,2025-11-17,Monday,19,No,No,No,Sunny,20.6,Medium,56.8,Medium,4646,High,63
Durgam Cheruvu,Tourist,2025-11-18,Tuesday,8,No,No,No,Rainy,21.4,Medium,30.5,Low,3020,Medium,6
Durgam Cheruvu,Tourist,2025-11-18,Tuesday,11,No,No,No,Cloudy,22.4,High,59.4,Medium,4700,High,75
Durgam Cheruvu,Tourist,2025-11-18,Tuesday,15,No,No,No,Rainy,27.3,Medium,26.0,Low,4501,Medium,26
Durgam Cheruvu,Tourist,2025-11-18,Tuesday,19,No,No,No,Sunny,24.1,High,67.5,Medium,4650,High,109
Durgam Cheruvu,Tourist,2025-11-19,Wednesday,8,No,No,No,Cloudy,25.9,Medium,37.0,Low,2778,Medium,10
Durgam Cheruvu,Tourist,2025-11-19,Wednesday,11,No,No,No,Sunny,20.6,High,64.1,High,4128,High,69
Durgam Cheruvu,Tourist,2025-11-19,Wednesday,15,No,No,No,Sunny,26.8,High,80.4,High,4968,Very High,93
Durgam Cheruvu,Tourist,2025-11-19,Wednesday,19,No,No,No,Rainy,22.3,Low,38.3,Medium,4503,Medium,7
Durgam Cheruvu,Tourist,2025-11-20,Thursday,8,No,No,No,Sunny,25.3,Medium,50.4,Medium,3278,High,42
Durgam Cheruvu,Tourist,2025-11-20,Thursday,11,No,No,No,Cloudy,20.7,High,41.3,Medium,5080,High,55
Durgam Cheruvu,Tourist,2025-11-20,Thursday,15,No,No,No,Sunny,23.6,Medium,64.5,High,4503,High,101
Durgam Cheruvu,Tourist,2025-11-20,Thursday,19,No,No,No,Cloudy,26.6,Medium,63.9,High,4456,High,54
Durgam Cheruvu,Tourist,2025-11-21,Friday,8,No,No,No,Cloudy,22.2,Medium,47.6,Medium,3158,Medium,7
Durgam Cheruvu,Tourist,2025-11-21,Friday,11,No,No,No,Sunny,25.8,High,68.2,Medium,4513,High,78
Durgam Cheruvu,Tourist,2025-11-21,Friday,15,No,No,No,Sunny,25.4,Medium,46.0,High,4565,High,77
Durgam Cheruvu,Tourist,2025-11-21,Friday,19,No,No,No,Sunny,25.7,High,79.2,Medium,5143,Very High,83
Durgam Cheruvu,Tourist,2025-11-22,Saturday,8,Yes,No,No,Sunny,21.8,Medium,44.4,Medium,3433,Medium,34
Durgam Cheruvu,Tourist,2025-11-22,Saturday,11,Yes,No,No,Cloudy,23.0,Medium,52.5,Medium,5029,High,62
