Location,Place_Type,Date,Day,Hour,Weekend,Holiday,Special_Event_or_Festival,Weather,Traffic,Parking_Percentage,Mobile_Density,Crowd_Level,Estimated_Waiting_Time,Online_Booking_Available,Booked_Visitors,Entry_Token_Available,Tokens_Issued,Public_Transport_Load,School_or_Office_Holiday,Place_Capacity_Indicator,Next_2_Hour_Crowd_Forecast,Next_2_Hour_Waiting_Time
Secunderabad Railway Station,Railway Station,2025-05-09,Friday,11,No,No,No,Sunny,Medium,51,High,High,2 hours,No,,No,,High,No,60% to 85%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-05-09,Friday,15,No,No,No,Sunny,Medium,22,Medium,Medium,45 minutes,No,,No,,High,No,30% to 60%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-05-09,Friday,19,No,No,No,Sunny,High,55,Medium,Medium,45 minutes,No,,No,,High,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
Secunderabad Railway Station,Railway Station,2025-05-10,Saturday,8,Yes,No,No,Sunny,High,88,High,Very High,4 hours,No,,No,,High,No,Above 85%,Very High,4 hours
Secunderabad Railway Station,Railway Station,2025-05-10,Saturday,11,Yes,No,No,Sunny,High,87,High,Very High,4 hours,No,,No,,High,No,Above 85%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-05-10,Saturday,15,Yes,No,No,Sunny,Medium,76,Medium,High,2 hours,No,,No,,High,No,60% to 85%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-05-10,Saturday,19,Yes,No,No,Sunny,Medium,75,Medium,High,2 hours,No,,No,,High,No,60% to 85%,Not Available (next slot is next day),Not Available (next slot is next day)
Secunderabad Railway Station,Railway Station,2025-05-11,Sunday,8,Yes,No,No,Cloudy,High,95,High,Very High,4 hours,No,,No,,High,No,Above 85%,Very High,4 hours
Secunderabad Railway Station,Railway Station,2025-05-11,Sunday,11,Yes,No,No,Sunny,High,82,High,Very High,4 hours,No,,No,,High,No,Above 85%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-05-11,Sunday,15,Yes,No,No,Sunny,High,50,High,High,2 hours,No,,No,,High,No,60% to 85%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-05-11,Sunday,19,Yes,No,No,Sunny,High,52,High,High,2 hours,No,,No,,High,No,60% to 85%,Not Available (next slot is next day),Not Available (next slot is next day)
Secunderabad Railway Station,Railway Station,2025-05-12,Monday,8,No,No,No,Cloudy,High,75,High,High,2 hours,No,,No,,High,No,60% to 85%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-05-12,Monday,11,No,No,No,Sunny,Medium,69,High,High,2 hours,No,,No,,High,No,60% to 85%,Low,15 minutes
Secunderabad Railway Station,Railway Station,2025-05-12,Monday,15,No,No,No,Rainy,Low,43,Medium,Low,15 minutes,No,,No,,High,No,Below 30%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-05-12,Monday,19,No,No,No,Rainy,Medium,14,Low,Medium,45 minutes,No,,No,,High,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
Secunderabad Railway Station,Railway Station,2025-05-13,Tuesday,8,No,No,No,Sunny,Medium,63,High,High,2 hours,No,,No,,High,No,60% to 85%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-05-13,Tuesday,11,No,No,No,Sunny,Medium,75,Medium,High,2 hours,No,,No,,High,No,60% to 85%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-05-13,Tuesday,15,No,No,No,Sunny,Medium,16,Low,Medium,45 minutes,No,,No,,High,No,30% to 60%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-05-13,Tuesday,19,No,No,No,Sunny,Medium,53,Medium,Medium,45 minutes,No,,No,,High,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
Secunderabad Railway Station,Railway Station,2025-05-14,Wednesday,8,No,No,No,Cloudy,Medium,76,Medium,High,2 hours,No,,No,,High,No,60% to 85%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-05-14,Wednesday,11,No,No,No,Rainy,Medium,45,High,Medium,45 minutes,No,,No,,High,No,30% to 60%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-05-14,Wednesday,15,No,No,No,Cloudy,Medium,23,Low,Medium,45 minutes,No,,No,,High,No,30% to 60%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-05-14,Wednesday,19,No,No,No,Sunny,High,70,Medium,Medium,45 minutes,No,,No,,High,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
Secunderabad Railway Station,Railway Station,2025-05-15,Thursday,8,No,No,No,Sunny,Medium,48,Medium,High,2 hours,No,,No,,High,No,60% to 85%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-05-15,Thursday,11,No,No,No,Rainy,Medium,57,High,Medium,45 minutes,No,,No,,High,No,30% to 60%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-05-15,Thursday,15,No,No,No,Sunny,Medium,10,Medium,Medium,45 minutes,No,,No,,High,No,30% to 60%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-05-15,Thursday,19,No,No,No,Cloudy,High,67,High,Medium,45 minutes,No,,No,,High,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
Secunderabad Railway Station,Railway Station,2025-05-16,Friday,8,No,No,No,Cloudy,Medium,49,High,High,2 hours,No,,No,,High,No,60% to 85%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-05-16,Friday,11,No,No,No,Cloudy,High,69,High,High,2 hours,No,,No,,High,No,60% to 85%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-05-16,Friday,15,No,No,No,Sunny,Medium,28,Low,Medium,45 minutes,No,,No,,High,No,30% to 60%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-05-16,Friday,19,No,No,No,Sunny,High,66,High,Medium,45 minutes,No,,No,,High,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
Secunderabad Railway Station,Railway Station,2025-05-17,Saturday,8,Yes,No,No,Sunny,High,90,High,Very High,4 hours,No,,No,,High,No,Above 85%,Very High,4 hours
Secunderabad Railway Station,Railway Station,2025-05-17,Saturday,11,Yes,No,No,Sunny,High,92,High,Very High,4 hours,No,,No,,High,No,Above 85%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-05-17,Saturday,15,Yes,No,No,Sunny,High,56,High,High,2 hours,No,,No,,High,No,60% to 85%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-05-17,Saturday,19,Yes,No,No,Sunny,High,75,Medium,High,2 hours,No,,No,,High,No,60% to 85%,Not Available (next slot is next day),Not Available (next slot is next day)
Secunderabad Railway Station,Railway Station,2025-05-18,Sunday,8,Yes,No,No,Cloudy,High,80,High,Very High,4 hours,No,,No,,High,No,Above 85%,Very High,4 hours
Secunderabad Railway Station,Railway Station,2025-05-18,Sunday,11,Yes,No,No,Cloudy,High,97,High,Very High,4 hours,No,,No,,High,No,Above 85%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-05-18,Sunday,15,Yes,No,No,Sunny,Medium,75,High,High,2 hours,No,,No,,High,No,60% to 85%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-05-18,Sunday,19,Yes,No,No,Sunny,Medium,49,Medium,High,2 hours,No,,No,,High,No,60% to 85%,Not Available (next slot is next day),Not Available (next slot is next day)
Secunderabad Railway Station,Railway Station,2025-05-19,Monday,8,No,No,No,Sunny,Medium,77,Medium,High,2 hours,No,,No,,High,No,60% to 85%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-05-19,Monday,11,No,No,No,Sunny,Medium,65,High,High,2 hours,No,,No,,High,No,60% to 85%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-05-19,Monday,15,No,No,No,Cloudy,Medium,10,Low,Medium,45 minutes,No,,No,,High,No,30% to 60%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-05-19,Monday,19,No,No,No,Cloudy,High,46,Medium,Medium,45 minutes,No,,No,,High,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
Secunderabad Railway Station,Railway Station,2025-05-20,Tuesday,8,No,No,No,Cloudy,High,50,Medium,High,2 hours,No,,No,,High,No,60% to 85%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-05-20,Tuesday,11,No,No,No,Rainy,High,76,High,Medium,45 minutes,No,,No,,High,No,30% to 60%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-05-20,Tuesday,15,No,No,No,Sunny,Low,21,Medium,Medium,45 minutes,No,,No,,High,No,30% to 60%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-05-20,Tuesday,19,No,No,No,Sunny,Medium,47,High,Medium,45 minutes,No,,No,,High,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
Secunderabad Railway Station,Railway Station,2025-05-21,Wednesday,8,No,No,No,Cloudy,High,56,High,High,2 hours,No,,No,,High,No,60% to 85%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-05-21,Wednesday,11,No,No,No,Rainy,High,71,Medium,Medium,45 minutes,No,,No,,High,No,30% to 60%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-05-21,Wednesday,15,No,No,No,Sunny,Medium,21,Medium,Medium,45 minutes,No,,No,,High,No,30% to 60%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-05-21,Wednesday,19,No,No,No,Cloudy,Medium,72,High,Medium,45 minutes,No,,No,,High,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
Secunderabad Railway Station,Railway Station,2025-05-22,Thursday,8,No,No,No,Sunny,Medium,74,Medium,High,2 hours,No,,No,,High,No,60% to 85%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-05-22,Thursday,11,No,No,No,Sunny,High,52,Medium,High,2 hours,No,,No,,High,No,60% to 85%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-05-22,Thursday,15,No,No,No,Sunny,Medium,25,Low,Medium,45 minutes,No,,No,,High,No,30% to 60%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-05-22,Thursday,19,No,No,No,Sunny,Medium,70,Medium,Medium,45 minutes,No,,No,,High,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
Secunderabad Railway Station,Railway Station,2025-05-23,Friday,8,No,No,No,Cloudy,High,64,High,High,2 hours,No,,No,,High,No,60% to 85%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-05-23,Friday,11,No,No,No,Sunny,High,50,High,High,2 hours,No,,No,,High,No,60% to 85%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-05-23,Friday,15,No,No,No,Sunny,Low,10,Medium,Medium,45 minutes,No,,No,,High,No,30% to 60%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-05-23,Friday,19,No,No,No,Cloudy,High,76,Medium,Medium,45 minutes,No,,No,,High,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
Secunderabad Railway Station,Railway Station,2025-05-24,Saturday,8,Yes,No,No,Sunny,High,92,High,Very High,4 hours,No,,No,,High,No,Above 85%,Very High,4 hours
Secunderabad Railway Station,Railway Station,2025-05-24,Saturday,11,Yes,No,No,Cloudy,High,92,High,Very High,4 hours,No,,No,,High,No,Above 85%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-05-24,Saturday,15,Yes,No,No,Sunny,High,49,Medium,High,2 hours,No,,No,,High,No,60% to 85%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-05-24,Saturday,19,Yes,No,No,Rainy,Medium,52,High,High,2 hours,No,,No,,High,No,60% to 85%,Not Available (next slot is next day),Not Available (next slot is next day)
Secunderabad Railway Station,Railway Station,2025-05-25,Sunday,8,Yes,No,No,Sunny,High,92,High,Very High,4 hours,No,,No,,High,No,Above 85%,Very High,4 hours
Secunderabad Railway Station,Railway Station,2025-05-25,Sunday,11,Yes,No,No,Cloudy,High,85,High,Very High,4 hours,No,,No,,High,No,Above 85%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-05-25,Sunday,15,Yes,No,No,Sunny,Medium,52,Medium,High,2 hours,No,,No,,High,No,60% to 85%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-05-25,Sunday,19,Yes,No,No,Rainy,Medium,50,High,High,2 hours,No,,No,,High,No,60% to 85%,Not Available (next slot is next day),Not Available (next slot is next day)
Secunderabad Railway Station,Railway Station,2025-05-26,Monday,8,No,No,No,Sunny,Medium,67,High,High,2 hours,No,,No,,High,No,60% to 85%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-05-26,Monday,11,No,No,No,Sunny,Medium,54,Medium,High,2 hours,No,,No,,High,No,60% to 85%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-05-26,Monday,15,No,No,No,Cloudy,Medium,27,Medium,Medium,45 minutes,No,,No,,High,No,30% to 60%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-05-26,Monday,19,No,No,No,Cloudy,High,62,High,Medium,45 minutes,No,,No,,High,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
Secunderabad Railway Station,Railway Station,2025-05-27,Tuesday,8,No,No,No,Sunny,Medium,73,Medium,High,2 hours,No,,No,,High,No,60% to 85%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-05-27,Tuesday,11,No,No,No,Sunny,Medium,54,High,High,2 hours,No,,No,,High,No,60% to 85%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-05-27,Tuesday,15,No,No,No,Sunny,Low,44,Medium,Medium,45 minutes,No,,No,,High,No,30% to 60%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-05-27,Tuesday,19,No,No,No,Sunny,Medium,72,High,Medium,45 minutes,No,,No,,High,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
Secunderabad Railway Station,Railway Station,2025-05-28,Wednesday,8,No,No,No,Cloudy,High,69,Medium,High,2 hours,No,,No,,High,No,60% to 85%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-05-28,Wednesday,11,No,No,No,Sunny,High,68,Medium,High,2 hours,No,,No,,High,No,60% to 85%,Low,15 minutes
Secunderabad Railway Station,Railway Station,2025-05-28,Wednesday,15,No,No,No,Rainy,Low,37,Low,Low,15 minutes,No,,No,,High,No,Below 30%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-05-28,Wednesday,19,No,No,No,Cloudy,High,59,High,Medium,45 minutes,No,,No,,High,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
Secunderabad Railway Station,Railway Station,2025-05-29,Thursday,8,No,No,No,Sunny,High,51,Medium,High,2 hours,No,,No,,High,No,60% to 85%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-05-29,Thursday,11,No,No,No,Sunny,High,77,Medium,High,2 hours,No,,No,,High,No,60% to 85%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-05-29,Thursday,15,No,No,No,Sunny,Low,23,Medium,Medium,45 minutes,No,,No,,High,No,30% to 60%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-05-29,Thursday,19,No,No,No,Rainy,Low,41,Low,Medium,45 minutes,No,,No,,High,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
Secunderabad Railway Station,Railway Station,2025-05-30,Friday,8,No,No,No,Rainy,High,79,Medium,Medium,45 minutes,No,,No,,High,No,30% to 60%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-05-30,Friday,11,No,No,No,Rainy,High,69,High,Medium,45 minutes,No,,No,,High,No,30% to 60%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-05-30,Friday,15,No,No,No,Sunny,Low,30,Medium,Medium,45 minutes,No,,No,,High,No,30% to 60%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-05-30,Friday,19,No,No,No,Cloudy,High,69,Medium,Medium,45 minutes,No,,No,,High,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
Secunderabad Railway Station,Railway Station,2025-05-31,Saturday,8,Yes,No,No,Sunny,High,83,High,Very High,4 hours,No,,No,,High,No,Above 85%,Very High,4 hours
Secunderabad Railway Station,Railway Station,2025-05-31,Saturday,11,Yes,No,No,Sunny,High,93,High,Very High,4 hours,No,,No,,High,No,Above 85%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-05-31,Saturday,15,Yes,No,No,Sunny,Medium,67,High,High,2 hours,No,,No,,High,No,60% to 85%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-05-31,Saturday,19,Yes,No,No,Sunny,High,48,Medium,High,2 hours,No,,No,,High,No,60% to 85%,Not Available (next slot is next day),Not Available (next slot is next day)
Secunderabad Railway Station,Railway Station,2025-06-01,Sunday,8,Yes,No,No,Sunny,High,97,High,Very High,4 hours,No,,No,,High,No,Above 85%,Very High,4 hours
Secunderabad Railway Station,Railway Station,2025-06-01,Sunday,11,Yes,No,No,Sunny,High,85,High,Very High,4 hours,No,,No,,High,No,Above 85%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-06-01,Sunday,15,Yes,No,No,Rainy,Medium,49,Medium,Medium,45 minutes,No,,No,,High,No,30% to 60%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-06-01,Sunday,19,Yes,No,No,Sunny,Medium,66,Medium,High,2 hours,No,,No,,High,No,60% to 85%,Not Available (next slot is next day),Not Available (next slot is next day)
Secunderabad Railway Station,Railway Station,2025-06-02,Monday,8,No,No,No,Sunny,High,45,High,High,2 hours,No,,No,,High,No,60% to 85%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-06-02,Monday,11,No,No,No,Sunny,Medium,76,High,High,2 hours,No,,No,,High,No,60% to 85%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-06-02,Monday,15,No,No,No,Sunny,Medium,24,Medium,Medium,45 minutes,No,,No,,High,No,30% to 60%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-06-02,Monday,19,No,No,No,Cloudy,Medium,50,High,Medium,45 minutes,No,,No,,High,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
Secunderabad Railway Station,Railway Station,2025-06-03,Tuesday,8,No,No,No,Rainy,High,60,High,Medium,45 minutes,No,,No,,High,No,30% to 60%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-06-03,Tuesday,11,No,No,No,Cloudy,High,45,Medium,High,2 hours,No,,No,,High,No,60% to 85%,Low,15 minutes
Secunderabad Railway Station,Railway Station,2025-06-03,Tuesday,15,No,No,No,Rainy,Low,19,Low,Low,15 minutes,No,,No,,High,No,Below 30%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-06-03,Tuesday,19,No,No,No,Cloudy,High,67,High,Medium,45 minutes,No,,No,,High,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
Secunderabad Railway Station,Railway Station,2025-06-04,Wednesday,8,No,No,No,Sunny,High,58,High,High,2 hours,No,,No,,High,No,60% to 85%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-06-04,Wednesday,11,No,No,No,Sunny,High,72,Medium,High,2 hours,No,,No,,High,No,60% to 85%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-06-04,Wednesday,15,No,No,No,Sunny,Medium,42,Medium,Medium,45 minutes,No,,No,,High,No,30% to 60%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-06-04,Wednesday,19,No,No,No,Cloudy,High,47,High,Medium,45 minutes,No,,No,,High,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
Secunderabad Railway Station,Railway Station,2025-06-05,Thursday,8,No,No,No,Sunny,Medium,59,Medium,High,2 hours,No,,No,,High,No,60% to 85%,High,2 hours
Secunderabad Railway Station,Railway Station,2025-06-05,Thursday,11,No,No,No,Sunny,Medium,70,High,High,2 hours,No,,No,,High,No,60% to 85%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-06-05,Thursday,15,No,No,No,Sunny,Low,27,Low,Medium,45 minutes,No,,No,,High,No,30% to 60%,Medium,45 minutes
Secunderabad Railway Station,Railway Station,2025-06-05,Thursday,19,No,No,No,Sunny,Medium,58,Medium,Medium,45 minutes,No,,No,,High,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
